seq_id	cluster	predicted_taxa	confidence	true_taxa
JQ283998.1	2	-1	0.2483	28029
JX839283.1	2	-1	0.2501	69412
KU570790.1	2	67182	0.3544	51253
KY009608.1	2	-1	0.2962	44586
MN817261.1	2	12594	0.6104	37947
KY104400.1	2	38509	0.7646	46590
MK581454.1	2	11753	0.5093	11493
GU722643.1	2	-1	0.3037	44104
AF479860.1	2	17766	0.4411	9556
EU046557.1	2	59083	0.4199	25569
MH357092.1	2	-1	0.2901	2735
KJ411657.1	2	59167	0.7953	39525
AB282781.1	2	8214	0.5095	803
KY753810.1	2	14290	0.9712	14290
JN018404.1	2	58118	0.5824	35570
AJ567671.1	2	71691	0.5084	40342
KX584974.1	2	-1	0.2680	68573
MN124361.1	2	28989	0.7781	28989
HM751610.1	2	-1	0.2106	10802
GQ260115.1	2	51855	0.7711	51855
KT389998.1	2	30741	0.8934	30741
EF033605.1	2	-1	0.1354	57895
Z80952.1	2	-1	0.3105	39127
EU034529.1	2	9657	0.4084	9637
GQ983589.1	2	12730	0.4094	48784
AF313022.1	2	46449	0.4754	71874
GU004089.1	2	61684	0.9698	61684
KT728768.1	2	-1	0.3408	6583
JQ067903.1	2	40615	0.9740	40615
EU003366.1	2	70990	0.7468	70990
JF332092.1	2	57552	0.5158	16585
KC508041.1	2	-1	0.2688	19199
EF688489.1	2	60414	0.9309	60414
JN631403.1	2	61566	0.8893	61566
JX400856.1	2	31744	0.5222	32907
EF538247.1	2	62875	0.4487	36263
MF325870.1	2	-1	0.3109	13032
MN872706.1	2	15907	0.9144	16279
AY779150.1	2	11688	0.8313	11688
AY763930.1	2	-1	0.2311	63372
HM162900.1	2	-1	0.3449	68331
KY290306.1	2	57089	0.6285	57401
KF002549.1	2	8059	0.9886	8059
FJ977667.1	2	47629	0.3949	24458
EU161345.1	2	-1	0.2947	18718
JQ340357.1	2	45993	0.5265	46143
MG865519.1	2	53009	0.5424	52989
AF396346.1	2	47732	0.3518	3824
KY092413.1	2	9240	0.6317	70668
MH535471.1	2	29299	0.6546	7047
KF265388.1	2	13141	0.5434	70919
EU729505.1	2	-1	0.2454	34473
KF993470.1	2	-1	0.2559	36280
AF092516.1	2	-1	0.2310	38777
HQ721862.1	2	31608	0.6611	64227
AF531235.1	2	38528	0.4824	40428
MF067050.1	2	53726	0.8564	53734
JQ995317.1	2	49234	0.5055	49234
KP323359.1	2	41243	0.4163	41258
MG652532.1	2	28427	0.9534	28427
MK775279.1	2	-1	0.3038	72339
MN562120.1	2	-1	0.2852	67729
EF151483.1	2	-1	0.2506	42611
EF095253.1	2	32955	0.3581	43237
KP875916.1	2	-1	0.2355	57922
HM347012.1	2	38233	0.6229	24901
JQ314351.1	2	16894	0.7903	20011
AF466062.1	2	44560	0.3835	13079
DQ986764.1	2	50471	0.8600	67693
MK164481.1	2	9351	0.7393	9388
EU272628.1	2	54536	0.9085	54536
HQ685855.1	2	17527	0.9581	17527
AY037885.1	2	44196	0.8143	12663
KY173416.1	2	18250	0.6819	38583
DQ442686.1	2	42328	0.3566	8032
GU012413.1	2	48431	0.7237	35479
AJ412736.1	2	73474	0.6107	2246
MH718429.1	2	15110	0.6485	32656
KU674809.1	2	39014	0.6619	39014
MK066150.1	2	7090	0.5461	7076
KJ547667.1	2	59514	0.6424	17134
EU707483.1	2	2029	0.4497	2029
HQ996010.1	2	67155	0.4175	41506
KX588805.1	2	9721	0.7194	41452
FJ793131.1	2	66773	0.4907	72597
AF423949.1	2	65702	0.3845	65702
GQ503408.1	2	-1	0.3025	66991
KY873626.1	2	8211	0.6183	31721
JQ926621.1	2	56544	0.9599	56544
AY627030.1	2	-1	0.3307	38207
AF190355.1	2	-1	0.1803	5086
KU164818.1	2	44074	0.5222	10519
AF513654.1	2	24462	0.3545	4328
MG137078.1	2	33269	0.5176	19079
MK165317.1	2	2546	0.6228	58703
EF213794.1	2	1848	0.4069	42654
MH629754.1	2	18503	0.8717	47427
KT757149.1	2	-1	0.1553	29895
KC895494.1	2	24428	0.5479	50763
DQ383886.1	2	-1	0.2805	63584
EU000926.1	2	-1	0.3429	11247
AY137314.1	2	546	0.7820	7096
KF212037.1	2	1670	0.5858	1670
KX158211.1	2	26748	0.7041	9198
JX111222.1	2	-1	0.3471	21945
MK487820.1	2	-1	0.1987	54049
MH329389.1	2	11255	0.7396	11255
JX051754.1	2	69240	0.6141	5265
AY230609.1	2	-1	0.2695	63941
MK036416.1	2	16813	0.5741	30477
MH891851.1	2	20626	0.4012	51840
DQ175547.1	2	-1	0.2658	53204
AY040451.1	2	-1	0.1589	39206
MN031186.1	2	-1	0.1891	62285
KM222142.1	2	45808	0.4397	28754
KP878918.1	2	47966	0.8076	48510
FJ793087.1	2	24176	0.4849	24176
AB001033.1	2	28576	0.3915	27158
AF137584.1	2	55914	0.4315	52867
EF601483.1	2	55748	0.5630	61313
KP744335.1	2	49785	0.6947	35931
AB453003.1	2	-1	0.1460	45929
KY611399.1	2	-1	0.1285	7721
MG932776.1	2	24262	0.9928	24262
KY064028.1	2	8239	0.9944	8245
HQ285838.1	2	38428	0.4942	6758
KU985232.1	2	53009	0.9372	53009
JQ065663.1	2	63790	0.5564	62370
KF672546.1	2	27870	0.8779	42060
MH861631.1	2	42175	0.9961	68935
JF697736.1	2	-1	0.2871	65738
MN761822.1	2	-1	0.2717	11443
KJ956565.1	2	41556	0.6281	12898
AY524096.1	2	13485	0.5519	13485
MH768115.1	2	72700	0.9627	72700
JX051660.1	2	31622	0.8050	5264
KF732314.1	2	52146	0.4782	52202
AF303702.1	2	24049	0.4110	3117
KR215608.1	2	49663	0.5292	42918
AY826278.1	2	58787	0.4548	12307
DQ912683.1	2	43335	0.6484	21776
KC020212.1	2	38773	0.3914	38742
KU204071.1	2	-1	0.3452	12605
MG695047.1	2	-1	0.2557	68362
KF764560.1	2	71025	0.7642	51509
KP967099.1	2	-1	0.2704	13174
KP192912.1	2	29903	0.5571	54579
MK828602.1	2	34336	0.9815	16570
AF521053.1	2	732	0.5830	5025
AY875790.1	2	12222	0.5036	64267
MK659646.1	2	53655	0.4498	72259
AF488767.1	2	35290	0.9823	35290
AF469189.1	2	69507	0.6565	69606
KY982581.1	2	72945	0.8558	72945
AY549910.1	2	52295	0.8855	55272
AY494014.1	2	57739	0.6862	9113
AB491653.1	2	1636	0.3620	43287
DQ227330.1	2	71801	0.7807	71840
AY008607.1	2	-1	0.3057	12119
DQ146608.1	2	20039	0.4158	33047
JF912556.1	2	-1	0.1329	32037
KX425643.1	2	57882	0.6597	8272
KY394935.1	2	29560	0.5127	55982
KF907821.1	2	6907	0.6411	23246
EU288651.1	2	11733	0.9647	11733
KC012659.1	2	-1	0.2900	43611
AY605421.1	2	-1	0.1161	532
KC292629.1	2	5558	0.9122	10952
KM037389.1	2	-1	0.2380	60089
DQ071727.2	2	27538	0.8928	27538
AJ242151.1	2	54233	0.9525	12833
KJ633828.1	2	56739	0.4907	6783
MK309839.1	2	57387	0.4456	61717
MN825180.1	2	35083	0.8760	35083
AY240010.1	2	-1	0.3189	20586
KU182530.1	2	73286	0.9676	73286
KJ922079.1	2	11731	0.4009	4613
KM213471.1	2	8059	0.8285	8059
AY521822.1	2	4005	0.3606	62279
JF938024.1	2	70742	0.4771	66279
EF577179.1	2	43814	0.6667	-1
HM593902.1	2	56011	0.4535	59910
AY320349.1	2	55384	0.6000	55384
KC343112.1	2	23821	0.8913	21267
KP338143.1	2	65398	0.3538	24994
MH856100.1	2	15706	0.8282	63574
DQ872482.1	2	41172	0.9923	41172
KJ887556.1	2	20151	0.4522	61552
EU841174.1	2	5040	0.5691	746
MH626823.1	2	-1	0.2014	47119
KY800354.1	2	-1	0.2978	60354
MN865432.1	2	14305	0.9996	14305
FR837835.1	2	-1	0.2926	66908
AY116287.1	2	47222	0.7684	60505
KF815493.1	2	51826	0.6167	59147
AF473539.2	2	72386	0.9767	50984
KX442744.1	2	914	0.9377	914
KC142385.1	2	17725	0.3915	28574
JX453688.1	2	20031	0.6035	63183
MN762118.1	2	11450	0.4921	11594
KF769027.1	2	-1	0.3083	60035
MH555202.1	2	70752	0.4348	70750
AF324876.1	2	37325	0.9956	37325
FJ984976.1	2	-1	0.1623	22763
HM851484.1	2	73231	0.9744	73231
KP780264.1	2	27285	0.9730	27285
MH117453.1	2	48633	0.4312	6011
KF430542.1	2	42078	0.9629	42078
AF072003.1	2	8967	0.6737	57563
KC004032.1	2	61496	0.8514	61496
DQ343676.1	2	-1	0.1970	23151
EU375510.1	2	17865	0.5836	48707
KJ675672.1	2	-1	0.2296	63109
KF686196.1	2	-1	0.2435	27084
DQ444239.1	2	16356	0.4001	24987
JQ356765.1	2	18461	0.5247	18461
AF293753.1	2	12636	0.4698	47612
HQ179660.1	2	3276	0.7998	14611
KX694133.1	2	-1	0.1869	48092
AB809635.1	2	37767	0.5092	66579
MH711205.1	2	-1	0.2528	56538
KP056241.1	2	-1	0.2636	13297
MK876384.1	2	864	0.7984	19337
AY764179.1	2	24428	0.6110	67212
AY429419.1	2	16300	0.4252	46571
ON118385.1	2	29775	0.8004	54544
FJ945952.1	2	-1	0.3409	62499
KF945480.1	2	-1	0.2473	60215
DQ986143.1	2	3739	0.7689	3739
KF836643.1	2	67077	0.8748	18065
HQ660084.1	2	14380	0.5240	59593
KY909257.1	2	-1	0.2994	3984
JX069158.1	2	36030	0.9863	36030
FJ839634.1	2	24114	0.5811	73260
KT214565.1	2	12998	0.9949	12998
KC191734.1	2	2514	0.5723	33565
KX757477.1	2	36353	0.6519	63488
KT356270.1	2	44364	0.8491	44364
KY321104.1	2	46670	0.4690	20501
HQ633000.1	2	21790	0.6387	30622
GQ340030.1	2	55025	0.6701	55025
MF860794.1	2	6464	0.4559	58268
KM062605.1	2	-1	0.2859	65835
MT223810.1	2	6477	0.8561	37397
KF679397.1	2	32332	0.8862	32332
EU882302.1	2	59244	0.6746	59245
AF223510.1	2	23914	0.4447	73317
FJ389934.1	2	42565	0.3605	48276
DQ427044.1	2	29743	0.3603	36919
KM510228.1	2	48793	0.5446	72575
MH863778.1	2	22479	0.3908	50867
EU330308.1	2	34397	0.9006	18975
AY773699.1	2	70559	0.8767	70559
JQ414242.1	2	18520	0.6504	47065
KM385281.1	2	64867	0.9917	64867
AM268192.1	2	-1	0.2082	2974
AF493475.1	2	-1	0.3356	58702
AY460501.1	2	-1	0.2614	42352
FJ817531.1	2	-1	0.3276	32488
MF474370.1	2	36697	0.9670	36697
HM061449.1	2	10655	0.5019	10624
MT177918.1	2	8239	0.9429	5485
AY722464.1	2	18910	0.7547	25431
KC905483.1	2	34397	0.9479	34275
KU203830.1	2	44088	0.8020	35973
MK500997.1	2	23266	0.8961	23266
AY096012.1	2	4680	0.9355	4680
JX415288.1	2	-1	0.2832	56290
AM747471.1	2	58124	0.5514	27565
GQ205201.1	2	-1	0.3000	53259
KP748505.1	2	61768	0.9118	61768
DQ131512.1	2	-1	0.1654	68707
MK258166.1	2	67837	0.8117	7772
KP092807.1	2	35941	0.4274	35949
OK346606.1	2	19017	0.4554	33677
AB254652.1	2	22823	0.4068	61397
MH793458.1	2	27101	0.5091	18575
MG754400.1	2	46433	0.5337	20874
GU187566.1	2	-1	0.2564	6602
MH721839.1	2	55385	0.7938	55385
MH016479.1	2	73219	0.6832	73196
AF466061.1	2	-1	0.2357	13080
AF444475.1	2	-1	0.2602	36317
KJ563190.1	2	-1	0.2710	38112
AY702389.1	2	29284	0.6432	52100
GU358626.1	2	47732	0.9457	66011
MT177938.1	2	33347	0.4863	4441
KY678905.1	2	-1	0.3417	24956
KT186231.1	2	70015	0.9979	70015
AY780663.1	2	58532	0.8891	57187
AY259094.2	2	42186	0.6281	22261
JN680943.1	2	41842	0.8008	41842
KF137872.1	2	61066	0.8762	37360
EF514682.1	2	28036	0.3539	52914
JQ271707.1	2	31365	0.8328	31365
KM289009.1	2	21690	0.8538	21690
AF403157.1	2	-1	0.3268	37902
KF850501.1	2	-1	0.2686	39932
GQ927725.1	2	55504	0.7803	55504
MK539957.1	2	-1	0.2575	49249
KF556088.1	2	37552	0.5314	37552
AY056498.1	2	-1	0.1858	57430
HQ830349.1	2	37486	0.8892	37486
AY826270.1	2	22823	0.5554	17648
KT223754.1	2	62624	0.3664	14715
JF346234.1	2	21132	0.4864	44956
FJ644513.2	2	22679	0.8412	62505
AJ411935.1	2	68531	0.8267	2274
MN082469.1	2	57524	0.8721	57524
AF411884.1	2	45308	0.5106	70692
DQ455786.1	2	60919	0.5121	14788
KP087980.1	2	52146	0.4866	17362
DQ232761.1	2	-1	0.2497	47655
MK169259.1	2	-1	0.2676	58434
U72365.1	2	17732	0.5020	29298
JQ898648.1	2	-1	0.1249	15236
OP295481.1	2	41650	0.3967	68287
HQ225464.1	2	20962	0.7281	59460
HQ457399.1	2	64332	0.7016	64332
MF669914.1	2	28567	0.6860	71219
KY687923.1	2	69507	0.9786	69529
MH050909.1	2	6752	1.0000	6752
JX090295.1	2	36516	0.3875	36508
MH237700.1	2	51297	0.6007	42208
AY442167.1	2	31331	0.5284	52660
KJ819806.1	2	40454	0.4529	3726
KC539590.1	2	-1	0.2287	54007
KT389898.1	2	-1	0.3155	36050
EF025095.1	2	43067	0.5793	53991
JX121231.1	2	62452	0.4164	52083
AF186521.1	2	-1	0.2762	40742
GQ225849.1	2	14330	0.8684	14330
AF374905.1	2	53132	0.8321	12865
L19079.1	2	-1	0.3290	6754
KT907433.1	2	60503	0.9821	60503
JF509962.1	2	-1	0.3351	58736
EU735855.1	2	-1	0.2078	40870
GQ339986.1	2	55042	0.7336	55042
MK527865.1	2	26871	0.4955	38136
KU209325.1	2	29481	0.9998	29481
EU363643.1	2	-1	0.3018	17949
KX838101.1	2	58472	0.9458	58472
MN825623.1	2	-1	0.3164	35173
FN547650.1	2	22712	0.9997	22712
KX686761.1	2	4446	0.5297	5010
JN184404.1	2	68717	0.6638	951
HM358757.1	2	52999	0.3897	26035
KY829055.1	2	16549	0.3529	55792
OL770247.1	2	-1	0.2779	48763
KJ000668.1	2	-1	0.2576	580
MT568841.1	2	-1	0.3280	603
AY854401.1	2	-1	0.3087	54357
MW001783.1	2	17324	0.6408	33459
MZ661784.1	2	13293	0.4557	27116
AB625580.1	2	28239	0.4544	65403
JN250101.1	2	53864	0.5953	65931
JF301585.1	2	34027	0.4446	25334
MZ868770.1	2	-1	0.1610	22620
HQ633008.1	2	-1	0.2307	47433
DQ368836.1	2	-1	0.1813	6229
FN547483.1	2	28127	0.9809	28127
MN121281.1	2	57475	0.7335	43154
KP250618.1	2	-1	0.2945	45386
KP868771.1	2	60291	0.9248	60291
AY936726.1	2	52635	0.4450	52632
AY348746.1	2	34236	0.9958	34236
EF079493.1	2	61006	0.9101	44702
KX190214.1	2	72924	0.9408	63871
U30354.1	2	59452	0.5221	54484
GQ465246.1	2	39850	0.9640	37449
KY102280.1	2	12287	0.9071	-1
KC512986.1	2	42513	0.8352	42513
JX128897.1	2	3586	0.5020	53776
AY914833.1	2	885	0.5053	72769
KP174227.1	2	36444	0.7772	70107
AY857597.1	2	61803	0.6238	54172
JX862532.1	2	67236	0.6508	21324
KX621984.1	2	-1	0.2211	36246
KJ608367.1	2	68057	0.7627	68057
FJ009849.1	2	12160	0.5749	13150
DQ987137.1	2	-1	0.2012	58986
AY786096.1	2	-1	0.3027	13485
JF717420.1	2	31102	0.7062	44143
ON075423.1	2	21632	0.3554	33975
KT591589.1	2	15907	0.9210	16817
EF174960.1	2	51087	0.8709	51087
KP776062.1	2	7409	0.7263	34240
KX669328.1	2	28707	0.8627	51156
JQ814696.1	2	69652	0.4793	33892
KY688813.1	2	63007	0.9853	63007
EU791798.1	2	68465	0.5503	35498
MG643081.1	2	12210	0.8643	32880
GQ339980.1	2	-1	0.2856	6334
MN825761.1	2	26151	0.9052	35201
KY051547.1	2	49931	0.6139	53895
JQ991138.1	2	70957	0.8846	13773
KJ862388.1	2	641	0.5928	24367
KT907671.1	2	51308	0.5659	28993
KT291543.1	2	67733	0.3854	30371
KP087982.1	2	52146	0.7192	17177
KY922170.1	2	54374	0.3869	57269
KR704278.1	2	7450	0.9768	7450
MG576209.1	2	30712	1.0000	30712
JQ948193.1	2	44780	0.5299	15623
KT290150.1	2	51990	0.8257	56928
MK957664.1	2	43181	0.8014	3664
KR608730.1	2	23977	0.7963	17684
KJ561185.1	2	23253	0.7881	62843
KT757431.1	2	15291	0.8585	15291
EF042784.1	2	38773	0.3926	38730
KC905497.1	2	34397	0.7818	34397
AY259134.1	2	69507	0.4656	9838
MT896824.1	2	59119	0.5090	18366
MK640423.1	2	-1	0.2442	3344
JN617673.1	2	30753	0.6073	50557
DQ427039.1	2	46541	0.8162	62807
EU720446.1	2	-1	0.3491	37891
KX665495.1	2	15151	0.7500	15151
MF503483.1	2	-1	0.1575	23689
MN762521.1	2	-1	0.2188	11624
DQ364743.1	2	64141	0.3959	64053
JQ948267.1	2	44780	0.4615	15695
AJ586561.1	2	897	0.9588	897
KY924929.1	2	8557	0.9461	16182
KC966636.1	2	49051	0.5410	69753
MT112259.1	2	62528	0.9664	62528
AY180144.1	2	52941	1.0000	52941
MH862281.1	2	66929	0.9838	66929
AY626997.1	2	-1	0.3377	4572
AF381167.1	2	13439	0.9664	18534
MG934438.1	2	-1	0.2057	31309
KU363797.1	2	-1	0.3289	12393
AF549603.1	2	999	0.4268	12250
MW478596.1	2	-1	0.2869	57282
KC177301.1	2	32166	0.8742	13211
KC152121.1	2	-1	0.3414	33339
GU054638.1	2	11111	0.3683	47456
EU827838.1	2	-1	0.2063	1474
KT804289.1	2	51699	0.6633	70995
FN691446.1	2	68926	0.3630	61244
EU418873.1	2	56447	0.8215	56447
KC836086.1	2	36633	0.3544	36586
FJ572710.1	2	615	0.9701	53265
KT281737.1	2	21632	0.6134	65878
EU720435.1	2	-1	0.2542	37764
MT796540.1	2	41767	0.3782	60952
AY973381.1	2	-1	0.2459	70809
AY008515.1	2	24756	0.5229	30898
KF954157.1	2	38074	0.6422	38077
DQ499119.1	2	68822	0.5344	1168
JX034049.1	2	41172	0.5259	10207
MN762832.1	2	11602	0.8467	11602
MG197592.1	2	44540	0.6096	44540
EU343760.1	2	30198	0.9839	30198
KC695696.1	2	30753	0.4313	50641
MK020523.1	2	42428	0.8499	14889
AF120509.1	2	24458	0.8974	24458
AY239973.1	2	41117	0.5489	20662
KR611526.1	2	7541	0.8821	12656
MK493335.1	2	27161	0.4604	31114
AF348027.1	2	-1	0.2058	23014
FJ821784.1	2	10455	0.6225	55118
KY468887.1	2	55735	0.9989	55735
AM168070.1	2	13198	0.4981	12177
MH699455.1	2	-1	0.1868	36147
MN879427.1	2	-1	0.2347	19948
JN899332.1	2	50349	0.9278	67284
KC315869.1	2	18380	0.9493	18380
KC197110.1	2	41569	0.5088	38466
KX228279.1	2	24699	0.5170	49018
OL309942.1	2	16257	0.4984	12568
KY173412.1	2	-1	0.2287	44958
JX497515.1	2	31153	0.4159	31153
EF042773.1	2	70392	0.5804	3987
KJ524964.1	2	49881	0.9875	49881
KX714725.1	2	16499	0.5042	16499
HQ651842.1	2	3953	0.8301	3954
AY857876.1	2	39894	0.4563	54383
MK450650.1	2	11065	0.6981	5858
JF833333.1	2	6314	0.4146	10201
JF976974.1	2	40140	0.9774	40140
JX629860.1	2	38120	0.8177	28298
AF485126.1	2	-1	0.2708	7475
AY340424.1	2	70684	0.4429	14212
JQ586257.1	2	22687	0.8938	73289
KY189102.1	2	41615	0.8053	28315
KC201044.1	2	10586	0.3618	283
MK207274.1	2	-1	0.2810	25518
AY545701.1	2	37277	0.4588	30134
MK747168.1	2	-1	0.2561	55994
KJ475422.1	2	-1	0.3279	40152
AY271526.1	2	-1	0.2006	41482
AF527758.1	2	-1	0.1628	38652
AY048160.1	2	-1	0.2320	36093
KU985216.1	2	52156	0.8658	2803
AY853405.1	2	15378	0.9406	15378
GQ265506.1	2	71556	0.9579	71556
KU563810.1	2	-1	0.2105	60887
EF646796.1	2	6672	0.7286	6672
MF063734.1	2	11979	0.8775	11979
AB847417.1	2	-1	0.3157	12964
KY105690.1	2	69353	0.9888	69353
JX289209.1	2	37861	0.9748	37851
DQ499465.1	2	16813	0.4593	17192
FJ848973.1	2	5548	0.3703	55469
KR856124.1	2	-1	0.3347	44502
KC019558.1	2	1874	0.4998	26535
KF242248.1	2	31941	0.7352	49323
KU210522.1	2	53052	0.5107	53052
AF149378.1	2	63214	0.5971	57587
KY912158.1	2	50094	0.4489	56245
JN388078.1	2	-1	0.2301	22057
MF664383.1	2	6752	1.0000	6752
KY492431.1	2	2484	0.4909	61608
JQ765878.1	2	9616	0.9731	9616
DQ207891.1	2	-1	0.3312	56057
JQ341310.1	2	-1	0.2413	35363
AF492416.1	2	-1	0.2069	56576
HQ456829.1	2	38773	0.3712	38729
KX287545.1	2	-1	0.3137	67711
KF982119.1	2	54536	0.8703	54527
AF538498.1	2	985	0.3847	977
AB121146.1	2	-1	0.2531	44283
EF189655.1	2	49059	0.5019	49059
KT438333.1	2	3375	0.7574	43791
KU927692.1	2	14190	0.7698	19509
AY936749.1	2	23995	0.5986	32450
MK257228.1	2	-1	0.3330	48059
KC568300.1	2	20659	0.9487	20659
KF900093.1	2	7409	0.5213	34622
KM189464.1	2	-1	0.2580	50604
JX862608.1	2	45906	0.5441	45897
MK683165.1	2	59131	0.8831	59131
EU343771.1	2	7044	0.3934	30207
FJ154477.1	2	51150	0.9977	51150
DQ219867.1	2	-1	0.3019	8360
JQ689045.1	2	61680	0.7659	61680
KX808705.1	2	22576	0.6638	38071
MT784071.1	2	66303	0.8836	66303
KF498049.1	2	56022	0.8144	56022
MH117388.1	2	43451	0.4743	512
GQ888993.1	2	-1	0.3155	31422
MT482161.1	2	62274	0.9904	33915
AY620923.1	2	9205	0.4288	54810
KY105681.1	2	-1	0.3083	69345
KJ857071.1	2	36523	0.3690	36517
KF556122.1	2	-1	0.1918	37559
MK047432.1	2	3126	0.7874	44998
MK684225.1	2	-1	0.2805	33472
AY266293.1	2	48465	0.5807	15306
KT193669.1	2	51990	0.4206	12702
KC134145.1	2	-1	0.2319	6812
MF683583.1	0	59809	0.5680	59809
KX095168.1	2	60249	0.9963	60249
MN010343.1	2	48999	0.9995	48999
KT751430.1	2	22861	0.4464	10850
KJ557930.1	2	2460	0.8509	2460
MT373362.1	2	52099	0.4602	54609
JX862663.1	2	9945	0.5486	45894
KF022523.1	2	-1	0.3182	2766
JX868080.1	2	-1	0.2031	24647
KJ557936.1	2	24195	0.4990	28739
JF977037.1	2	45924	0.7190	40539
MN825939.1	2	56546	0.5264	35237
KR092935.1	2	61741	0.8241	3192
DQ340488.1	2	64139	0.4280	16696
MT363348.1	2	18904	0.9512	18904
MN483028.1	2	34933	0.4487	38352
KT865508.1	2	72054	0.3947	31648
FJ878770.1	2	67137	0.9839	67137
KR364551.1	2	19118	0.4465	37899
KY979769.1	2	9207	0.6203	68738
KJ848173.1	2	-1	0.2091	69401
FM178344.1	2	62528	0.6396	66535
MG742124.1	2	47732	0.9606	47731
KT389983.1	2	14531	0.4600	1082
AY499521.1	2	62361	0.6898	62360
MH595819.1	2	-1	0.1754	34466
MG828902.1	2	-1	0.3042	22721
AF466089.1	2	778	0.4885	67196
JF410001.1	2	-1	0.3349	18070
AY261011.1	2	48498	0.6600	36476
KX611240.1	2	8239	0.9882	65358
AM168065.1	2	21683	0.5106	21682
KF856291.1	2	30870	0.7711	55725
JF978596.1	2	40048	0.6106	63710
ON008494.1	2	18447	0.3553	24560
AF130361.1	2	641	0.4840	32103
MN010364.1	2	48999	0.9999	48999
MH493095.1	2	53415	0.9850	53415
AB619011.1	2	36958	0.4230	39659
MF964077.1	2	34201	0.8595	14546
KT161798.1	2	54536	0.8001	62718
KY072946.1	2	-1	0.2946	41936
MK327324.1	2	6425	0.7156	57077
JQ772562.1	2	66794	0.8321	66809
KT161711.1	2	-1	0.3008	62691
KY828271.1	2	55739	0.9996	55739
EU623578.1	2	66989	0.5679	61365
KY404930.1	2	35964	0.4808	22519
EU301475.1	2	-1	0.3280	17403
GQ862395.1	2	3746	0.5287	5213
KM064864.1	2	67123	0.9631	67123
EU169287.1	2	-1	0.2839	32696
MH558195.1	2	54996	0.9829	54996
MH710696.1	2	-1	0.3471	1803
MH410673.1	2	20768	0.9012	3898
GQ918332.1	2	53061	0.4516	53050
FJ623623.1	2	-1	0.3419	-1
KF049448.1	2	51016	0.9794	51016
AF165845.1	2	52059	0.7950	20016
KM252828.1	2	-1	0.3032	53076
KF732336.1	2	1940	0.6509	52212
KC428906.1	2	32384	0.4825	42665
AJ133432.1	2	10541	0.9996	10541
EF652433.1	2	5912	0.8286	5835
MF193549.1	2	64934	0.3512	68819
FJ515595.1	2	8239	0.9517	39555
JX995311.1	2	4635	0.5531	48709
KU359051.1	2	2015	0.8750	69096
DQ329170.1	2	-1	0.1076	15984
JN575358.1	2	-1	0.2102	68032
JN603726.1	4	29213	1.0000	29213
KJ144374.1	2	-1	0.3173	59787
MK976814.1	2	-1	0.2525	54905
KU669161.1	2	10622	0.3759	10632
EF622896.1	2	-1	0.2651	64546
KF730146.1	2	-1	0.2248	66029
KP144403.1	2	53751	0.3536	66316
KT600406.1	2	14448	0.9626	14479
KJ004331.1	2	46759	0.4009	65950
FJ939543.1	2	-1	0.3497	10950
EU643663.1	2	68827	0.4455	55874
KY593067.1	2	281	0.7117	34636
HM230145.1	2	-1	0.2894	70431
MK169254.1	2	58428	0.7563	58428
EF641891.1	2	-1	0.3454	28621
AF207059.1	2	64026	0.7582	72529
AY886772.1	2	68020	0.6091	68020
HM596552.1	2	44875	0.3989	71081
JX470769.1	2	27350	0.5131	49740
KY016283.1	2	-1	0.2577	3157
AB918732.1	2	8401	0.6438	39666
MH050152.1	2	-1	0.2589	16418
JF694062.1	2	40958	0.6124	71154
JX946126.1	2	-1	0.3396	4407
AF262351.1	2	22479	0.9712	22479
EU547695.1	2	33713	0.4585	53162
HM131672.1	2	18612	0.5621	66446
AY179031.1	2	63211	0.9947	63211
KM488560.1	2	29478	0.5117	29446
AM491013.2	2	-1	0.2186	31290
AF338643.1	2	5804	0.7756	5825
KP324688.1	2	-1	0.3333	42146
MT215497.1	2	-1	0.2257	28336
KP234136.1	2	70288	0.3927	70288
AY304816.1	2	-1	0.2655	13395
KP868779.1	2	-1	0.3494	60291
EU190871.1	2	-1	0.2360	52804
KY406813.1	2	9165	0.4821	9172
AB030354.1	2	9238	0.9701	9238
KC692591.1	2	-1	0.3403	62413
MH359126.1	2	19180	0.7389	56237
MH095803.1	2	-1	0.3154	32615
MG271837.1	2	-1	0.3064	68144
KR532727.1	2	20660	0.6356	72775
MN088531.1	2	91	0.6307	69831
KF850560.1	2	35684	0.9920	35684
MH866009.1	2	-1	0.2316	68347
GU591084.1	2	8454	0.5289	64278
KU659049.1	2	52941	0.9993	52937
AB284575.1	2	33205	0.4571	6291
KJ461164.1	2	-1	0.2794	52907
MK809303.1	2	42818	0.8804	42818
MT310640.1	2	48998	0.7518	-1
KX900876.1	2	56715	0.9117	19086
DQ470074.1	2	48999	0.9374	69720
AY907136.1	2	73548	0.5077	46257
KP875303.1	2	-1	0.2504	55596
KM103480.1	2	3261	0.5151	20283
GQ232536.1	2	-1	0.1799	28053
HQ643945.1	2	29469	0.8456	29485
MN264666.1	2	-1	0.2197	30173
FJ161189.2	2	-1	0.2233	34042
KT447335.1	2	1423	0.8460	1423
MN761832.1	2	11733	0.4987	11648
KT366093.1	2	48052	0.7881	41023
FJ945920.1	2	51344	0.5765	59565
MK007598.1	2	48983	0.6715	48983
KF212172.1	2	-1	0.3404	4312
KP318963.1	2	37350	0.4792	68468
FJ527603.1	2	37202	0.4624	16567
JQ279222.1	2	30990	0.4801	68592
